Id,Código,Nombre,Categoria,Marca,Costo Base,Existencia actual,PRECIO DE VENTA DETAL,PRECIO DE Venta Mayor,fecha
1,2,Bicicleta BMX modelo lancer,Bicicletas,GW,197,0,230.00735,230,7/20/2022
2,3,Bicicleta Cliff modelo rock sport,Bicicletas,Cliff,617,0,684.87,709.55,7/20/2022
3,4,BICICLETA CLIFF 12*1,Bicicletas,Cliff,961,0,1150.00948,1057.1,7/20/2022
4,5,"Bicicleta GW Atlas rin 29""",Bicicletas,GW,200,0,240,220,7/20/2022
5,6,"Bicicleta GW florecita rin 16""",Bicicletas,GW,152,0,153.52,167.2,7/20/2022
6,7,Bicicleta GW Hyena 7x3 velocidades,Bicicletas,GW,300,0,390,345,7/20/2022
7,8,"Bicicleta GW On trail rin 12""",Bicicletas,GW,152,0,152,174.8,7/20/2022
8,9,"Bicicleta GW princess Siren rin 20""",Bicicletas,GW,152,0,153.52,174.8,7/20/2022
9,10,"Bicicleta GW Scorpion rin 29"" CON MANILLAS SHIMANO",Bicicletas,GW,250,0,312.5,287.5,7/20/2022
10,11,"Bicicleta GW Titan rin 29""",Bicicletas,GW,200,0,260,230,7/20/2022
11,12,Bicicleta OPTIMUS Aquila Max,Bicicletas,Optimus,500,0,650,575,7/20/2022
12,13,Bicicleta Profit Boston X20,Bicicletas,Optimus,437,0,498.18,502.55,7/20/2022
13,14,Bicicleta Profit Montana,Bicicletas,Optimus,0,0,0,0,7/20/2022
14,15,Bolso Portacelular plano GW,Accesorios,GW,13,0,18.2,15.6,7/20/2022
15,16,Bomba  de Aire GW,Accesorios,GW,4.25,0,8.5,5.1,7/20/2022
16,17,Bomba de Aire Portatil BKS P150,Accesorios,BKS,7.2,0,10.08,8.64,7/20/2022
17,18,Bomba portable marca flip,Accesorios,Otras,5.5,3,10,8,7/20/2022
18,19,"Bombas de pie con medidor, marca Bike parts",Accesorios,Otras,12.7,0,22.987,14.605,7/20/2022
19,20,"Cadena 10V, MARCA GW",Repuestos,GW,14.5,0,18.85,17.4,7/20/2022
20,21,"Cadena 8V, MARCA GW ",Repuestos,GW,0,0,0,0,7/20/2022
21,22,"Cadena 9V, MARCA GW",Repuestos,GW,11.5,0,14.95,13.8,7/20/2022
22,23,Casco Armour,Accesorios,On Trail,13,0,20.15,15.6,7/20/2022
23,24,Casco GW para ninos,Accesorios,GW,10.5,1,18,15,7/20/2022
24,26,Casco On Trail,Accesorios,On Trail,20.5,0,36.9,24.6,7/20/2022
25,27,Casco On Trail Dash,Accesorios,On Trail,16.48,0,23.896,20.6,7/20/2022
26,28,Casco Optimus Siriuis,Accesorios,Optimus,25.5,0,34.935,31.875,7/20/2022
27,29,Casco STL sin luz ,Accesorios,STL,32.5,0,41.925,37.375,7/20/2022
28,30,"Cassette 10V, MARCA GW 11-46",Repuestos,GW,45.5,0,60.00085,60.00085,7/20/2022
29,31,"Cassette 10V, MARCA GW 11-50",Repuestos,GW,47.63,0,59.5375,59.5375,7/20/2022
30,32,Descarrilador shimano Altus  ,Repuestos,Shimano,15.5,0,30.225,17.825,7/20/2022
31,33,"Cassette 11V, MARCA GW 11-46",Repuestos,GW,53.93,1,70.00114,70.00114,7/20/2022
32,34,Descarrilador shimano altus  9V ,Repuestos,Shimano,18.2,0,24.57,21.84,7/20/2022
33,35,"Cassette 8V, MARCA GW 11-40",Repuestos,GW,23.93,0,31.109,29.9125,7/20/2022
34,36,"Cassette 8V, MARCA GW 11-42",Repuestos,GW,23.93,0,31.109,27.5195,7/20/2022
35,37,"Cassette 9V, MARCA GW 11-40",Repuestos,GW,26.5,0,39.22,31.8,7/20/2022
36,38,"Cassette 9V, MARCA GW 11-46",Repuestos,GW,46,0,60.0024,60.0024,7/20/2022
37,39,100% Isolate Whey Protein,Nutricion,Otras,47.3216,0,65.00094976,54.41984,7/20/2022
38,40,CANA P/GALAPAGO MARCA CLIFF 31.6MM,Accesorios,Cliff,5.75,2,15,11,7/20/2022
39,809024,Clip para Zapatos (par),Accesorios,GW,12.5,2,20,15,7/20/2022
40,42,EXTRACTOR DE EJE CENTRO(BBT-79),herramientas,Otras,34.26,0,51.39285714,39.40119048,7/20/2022
41,43,Gomas de freno R-470TC,Repuestos,GW,9,0,12.96,10.8,7/20/2022
42,44,gomas de frenoR-450,Repuestos,GW,3,0,4.8,3.6,7/20/2022
43,45,Grupo de Cambios Optimus 2*10 ,Repuestos,Optimus,205,0,278.8,246,7/20/2022
44,46,Llave extractor de biela,herramientas,Otras,5.65,5,8,6.5,7/20/2022
45,47,Guantes profit,Accesorios,Profit,6.5,0,13,6.565,7/20/2022
46,48,Guayas de freno para bicicleta de ruta,Otros,GW,3.2,0,4.48,3.68,7/20/2022
47,49,Juegos de pastillas de ceramica genericas,Repuestos,GW,5,0,6,5.75,7/20/2022
48,50,Kit completo de reparacion T270,Otros,Otras,0,0,0,0,7/20/2022
49,51,lentes de Ciclismo,Accesorios,Otras,10.5,5,12.0015,12.075,7/20/2022
50,52,Licra Xtrail ,Accesorios,Otras,32.5,0,42.25,37.375,7/20/2022
51,53,Luz de Triangulo GW,Accesorios,GW,9.8,0,14.7,11.27,7/20/2022
52,55,Medias para ciclismo GW,Accesorios,GW,4.6,0,7.59,5.29,7/20/2022
53,56,Mini Bolso portaherramienta GW,Accesorios,GW,9.5,0,12.92,10.925,7/20/2022
54,57,Pacha cassette optimus 9V 11-40T  ,Repuestos,Optimus,16.5,0,33,18.975,7/20/2022
55,58,Pacha shimano cassette 8V Megarange 11-34T ,Repuestos,Shimano,21.5,0,34.83,24.725,7/20/2022
56,59,Pacha shimano cassette 9V 11-34T ,Repuestos,Shimano,24.5,0,36.75,28.175,7/20/2022
57,60,Paral fijo de Bicicleta,Accesorios,Otras,16,0,22.88,19.2,7/20/2022
58,61,Paral Trasero ajustable para bicicleta,Accesorios,Otras,8.5,0,12.75,10.2,7/20/2022
59,62,Paral Trasero sencillo para bicicleta,Accesorios,Otras,6.5,0,9.75,7.8,7/20/2022
60,63,Portabicicleta para carros ,Accesorios,Otras,45,0,49.5,54,7/20/2022
61,64,Portacelular GW ,Accesorios,GW,8.5,0,14.875,10.2,7/20/2022
62,65,Portaherramientas imitacion GW,Accesorios,GW,5.5,0,9.9,6.6,7/20/2022
63,66,Portatermo Aluminio GW ,Accesorios,GW,6.5,0,10.01,7.475,7/20/2022
64,67,Portatermo GW Aluminio Grueso,Accesorios,GW,8.5,0,11.9,10.2,7/20/2022
65,68,Protector de Cadena ,Accesorios,Adrianny,5,0,8.5,6,7/20/2022
66,69,Suspension de Aceite marca Partner,Repuestos,PARTNER,88,0,150,100,7/20/2022
67,70,Punos Optimus,Accesorios,Optimus,5.5,1,8,6.5,7/20/2022
68,71,Suspension de Aire marca Optimus,Repuestos,Optimus,145,0,180,175,7/20/2022
69,72,Puntillas Juego en blíster ,Repuestos,Otras,3.5,0,7,4.2,7/20/2022
70,73,Termo con Portatermo Bianchi,Accesorios,Otras,4,0,7,5,7/20/2022
71,74,Termo de Agua K6 aislante,Accesorios,BKS,11.3,0,14.69,16.95,7/20/2022
72,75,Termo de Agua K6 sencillo,Accesorios,BKS,7.25,0,12.325,10.875,7/20/2022
73,76,Termos optimus,Accesorios,Optimus,8.5,0,14.9923,10.99645,7/20/2022
74,77,"Tripa BKS rin 24""",Repuestos,BKS,1,3,5.007,4.5,7/20/2022
75,78,una convertidora para tensor de hierro,Repuestos,Otras,1.22,3,2.0008,2.0008,7/20/2022
76,79,Volante profit,Repuestos,Profit,5,0,10,7.5,7/20/2022
77,80,MULTIHERRAMIENTA CON PICA CADENAS,Accesorios,Otras,10,2,13,11.5,7/20/2022
78,000080-1,MULTIHERRAMIENTA CON PICA CADENAS Y BOLSO,Accesorios,Otras,4,2,9,8,7/20/2022
79,81,LLANTA LIZARD RIN 29,Repuestos,LIZARD,20,0,24,23,7/20/2022
80,82,MANILLA DE FRENO IZQUIERDA LOGAN,Repuestos,LOGAN,5,0,7,6,7/20/2022
81,83,PUNTILLA GENERICAS,Repuestos,Otras,5,0,8,6,7/20/2022
82,84,DESCARRILADOR SHIMANO DEORE 2X10 FD-M4100-M,Repuestos,Shimano,23.36,0,36.208,28.032,7/20/2022
83,85,DISCOS DE FRENO 160MM LOGAN DE TORNILLO,Repuestos,LOGAN,5,0,7,5,7/20/2022
84,86,ESPIGA GW SENCILLA 90 MM,Repuestos,GW,8,1,12,9,7/20/2022
85,000086-1,ESPIGA CLIFF,Repuestos,Cliff,5.75,2,15,10,7/20/2022
86,87,PACHA ON TRAIL 10VELOCIDADES 11-42T,Repuestos,On Trail,41.95945946,0,60.00202703,49.00864865,7/20/2022
87,88,"Arandela 34,9MM (Negro)",Repuestos,AC,3,0,4.005,3.45,7/20/2022
88,90,GUANTE REFLECTIVO DRIGOM,Accesorios,GW,8.6,0,15.0027,10.9994,7/20/2022
89,91,TRIPLATO 40-30-20 T (GRUPO ALTUS),Repuestos,Shimano,20,0,35,26,7/20/2022
90,92,Portacelular plastico,Accesorios,Otras,8,2,12,11,7/20/2022
91,108,DISCOS DE FRENO SHIMANO SM-RT54,Repuestos,Shimano,20,2,25,24,7/20/2022
92,121,TEIPE TUBELESS 25MM X 914M,Accesorios,Otras,5.98,0,9.00588,7.50191,7/20/2022
93,400,PUÑO ESPUMA EVA,Accesorios,Otras,6.9,2,10.005,8.5008,7/20/2022
94,718,CARAMANOLA TOUR ELITE DRIGOM,Accesorios,Otras,3.4,1,8.000271429,5.503371429,7/20/2022
95,739,Whey Tech pro ,Nutricion,Otras,1.06,0,2.00234,1.4999,7/20/2022
96,797,MM The better nut bar ,Nutricion,Otras,0.58,0,1.000268,1.000268,7/20/2022
97,931,PANTALONETA SPORT C/T xpedition,Ropa,XPEDITION,33.89,1,45.00843243,40.0026,7/20/2022
98,1005,CAMISETA CICLISMO MANGA LARGA HOMBRE,Ropa,XTRIAN,27.36486486,8,35.00513514,32.00320946,7/20/2022
99,1110,GALAPAGO JR. LOGOS CON,Accesorios,Otras,8.76,0,15.00032432,10.99848649,7/20/2022
100,1119,PANTALONETA C/C HOMBRE PREMIUM ZERIE,Ropa,Otras,26.82432365,0,40.00847872,33.02074241,7/20/2022
101,1123,MEDIAS CICLISMO ZERIE,Ropa,Otras,5.770271162,0,8.009136373,7.005109191,7/20/2022
102,1440,Bike Mirror,Accesorios,Otras,9.5172,1,15.0086244,12.0011892,7/20/2022
103,2007,PANTALONETA PRO EN COLORES C/TIRANTAS DAMA,Ropa,XTRIAN,24.08,1,40.001696,32.00232,7/20/2022
104,2009,PANTALONETA PRO NEGRA C/ TIRANTAS DAMA,Ropa,XTRIAN,24.08,1,40.001696,32.00232,7/20/2022
105,2012,MAILLOT DE CICLISMO MARCA XPEDITION,Ropa,XPEDITION,18.71621684,2,35.0086836,28.0088185,7/20/2022
106,2012-1,UNIFORME DE CICLISMO MARCA XPEDITION (LICRA+MAILLOT),Ropa,XPEDITION,51.12,1,75,70,7/20/2022
107,2030,Atkins Barras,Nutricion,Otras,1.12,0,2.00032,1.5008,7/20/2022
108,2160,C4 extreme Ice Blue Razz,Nutricion,Otras,20.7036,0,25.0099488,25.0099488,7/20/2022
109,2337,MEDIAS LARGAS XPEDITION,Ropa,XPEDITION,4.97,0,9.001081081,6.002378378,7/20/2022
110,2441,This Save Life Bar,Nutricion,Otras,0.8,0,2,2,7/20/2022
111,2543,CAMISETA REFLECTIVA MCORTA NIGHT,Ropa,Otras,24.12162138,1,38,33,7/20/2022
112,3400,CESTA PORTATERMO,Accesorios,Otras,9.9,0,14.00355,13.0086,7/20/2022
113,3405,MALETIN MTB TRSERO MED ADRIANI,Accesorios,Adrianny,4.91,0,10.00458,5.996854286,7/20/2022
114,3503,BOXER ELEVEN,Ropa,Otras,15.74324305,0,24.00844566,19.00209437,7/20/2022
115,3733,SILLA STL SNAKE,Accesorios,Otras,12.47297297,0,20.00041216,16.21486486,7/20/2022
116,4134,MANGO XPEED JR LOGO NINA,Accesorios,Otras,11.59,0,15.00340541,14.00047297,7/20/2022
117,4422,Nutrigraim,Nutricion,Otras,3.848,0,9.00432,4.998552,7/20/2022
118,5177,Licras para Ciclismo Zefal,Ropa,ZEFAL,26.36,0,35.00608,30.314,7/20/2022
119,5767,Muscle Tech Whey Protein,Nutricion,Otras,41.9716,0,65.00561408,48.26734,7/20/2022
120,6020,GUANTE ANTIDESLIZANTE ADRIANI,Ropa,Adrianny,8.45,4,12.00745,10.0048,7/20/2022
121,6107,GUANTES NIÑO ECONOMICO ESTAMPADO DEDOS,Accesorios,GW,7.229728973,2,10,8.5,7/20/2022
122,7190,CASCO ENDURO NEGRO MATE MRR,Accesorios,MRR,30.02,0,45.005984,35.00332,7/20/2022
123,7906,Lentes de Ciclismo,Accesorios,Otras,8.119066667,0,12.0080996,9.499308,7/20/2022
124,8015,Natural caffeine,Nutricion,Otras,12.7593,2,20.00020275,15.31116,7/20/2022
125,9176,C4 Sport Otg blue,Nutricion,Otras,14.8993,0,20.00231025,17.9983544,7/20/2022
126,12322,Vapor X5 Pre-Work Out Muscle Tech,Nutricion,Otras,22.3679,1,30.00653785,30.00430106,7/20/2022
127,13500,Bolso de Hidratacion Avia,Accesorios,Otras,31.3358,0,37.0075798,37.00131264,7/20/2022
128,13746,Termo led 20,Accesorios,Otras,7.2916,0,11.0030244,11.0030244,7/20/2022
129,14038,PECHERA EVS BANTAM NEGRO NIÑO (S/M),Accesorios,Otras,50.378379,1,70.00579546,60.00064939,7/20/2022
130,15380,16 OZ Tube Sealant Slime,Repuestos,Otras,11.6572,0,12.006916,12.006916,7/20/2022
131,18400,Vivarin,Nutricion,Otras,8.3188,0,13.0022844,13.0022844,7/20/2022
132,18725,Cinturon Koala(waist pack) 1 termo ,Accesorios,Otras,25.1588,1,34.0021182,30.001869,7/20/2022
133,22502,Cla Carnitine Collagen Caffeine,Nutricion,Otras,24.7736,1,40.009364,30.0008296,7/20/2022
134,24050,ANTIPINCHAZO MICROESFERA 1L,Accesorios,Otras,24.95,0,37.00085,32.00087,7/20/2022
135,25732,Electrolyte Fizz Bodytech,Nutricion,Otras,0.7,0,1.5001,1.5001,7/20/2022
136,26665,Essential Amino energy,Nutricion,Otras,29.8093,2,40.0040806,34.2,7/20/2022
137,29198,C4 Sport Pre Work Out,Nutricion,Otras,22.3786,0,32.001398,32.001398,7/20/2022
138,40006,GRUPO ALTUS M2000 2X9 VEL 36-22T 1136T,Repuestos,Otras,192.6000008,0,300,250,7/20/2022
139,40010,GRUPO DEORE M6100 32T   10-51T *12 VELOCIDADES,Repuestos,Shimano,417.86,0,650.002123,530.013624,7/20/2022
140,40030,GRUPO SHIMANO CLARIS COMBO  ,Repuestos,Shimano,283.05,1,425.0137275,349.991325,7/20/2022
141,49947,Vitamina C,Nutricion,Otras,10.5016,1,14.0091344,13.9986328,7/20/2022
142,50074,GRUPOS SORA R3000 50-34T 11/32T 9V SHIMANO,Repuestos,Shimano,321.6,1,520.01112,459.98448,7/20/2022
143,50085,GRUPO DEORE M6000 HIDRAULICO TRIPLE 10V,Repuestos,Shimano,340.3378385,0,550.0199807,509.9962509,7/20/2022
144,50096,GRUPO TOURNEY TX HIDRAULICO 3*8VEL. 42-34-24T,Repuestos,Shimano,122.27,1,190.00758,165.003365,7/20/2022
145,50097,GRUPO ALTUS 40-30-22T 11-36T 3X9 ECONOMICO ,Repuestos,Shimano,181.68,0,275.0024703,250.0038973,7/20/2022
146,50514,"Tripa 29"" slimetube",Repuestos,Otras,8.4472,0,12.0034712,12.0034712,7/20/2022
147,55032,Casco Zefal,Accesorios,ZEFAL,21.05,0,40.005525,31.996,7/20/2022
148,55057,Bolso de Hidratacion Zefal 1.5 L,Accesorios,ZEFAL,42.0679,0,58.00742731,55.00377925,7/20/2022
149,55153,Bolso de Hidratacion Zefal(Bomba+luz),Accesorios,ZEFAL,47.4179,0,60.00261066,60.00261066,7/20/2022
150,55707,Bolso de Hidratacion Zefal,Accesorios,ZEFAL,36.7179,0,52.00356177,52.00356177,7/20/2022
151,55901,Bomba de Aire Zefal,Accesorios,ZEFAL,15.6572,1,22.0061946,19.0000122,7/20/2022
152,55926,Guantes Zefal,Ropa,ZEFAL,17.0072,0,24.0056628,21.9988132,7/20/2022
153,60225,BICICLETA MTB 27.5 DEER 7.3 GW 9 VEL D/B,Bicicletas,GW,364.97,0,460.01,419.970979,7/20/2022
154,60395,BICICLETA GW LIGHTING 20,Bicicletas,GW,141.54,0,180.003495,155.000454,7/20/2022
155,60414,BIcicleta  ZEBRA GW 7 VELOCIDADES  FRENOS MECANICOS,Bicicletas,GW,257,0,330.00085,289.9988,7/20/2022
156,60555,BICICLETA MTB 29 LYNX 9 VEL 9.3 D/B HIDRAULICA,Bicicletas,GW,350.08,0,460.00512,400.001408,7/20/2022
157,60566,BICICLETA MTB 29 JACKAL 9.3 D/B 9 VEL,Bicicletas,GW,425.24,0,550.005416,490.004052,7/20/2022
158,60579,BICICLETA ALUMINIO 29 HYENA 9 VEL GW,Bicicletas,GW,425.24,0,550.005416,490.004052,7/20/2022
159,60675,BICICLETA MTB GW  SCORPION D/B  7V  con manillas scorpion,Bicicletas,GW,251,0,300.00775,279.9905,7/20/2022
160,60676,BICICLETA ALUMINIO JAGUAR 29P 7 VEL DISCO,Bicicletas,GW,256.86,0,330.000885,290.0154888,7/20/2022
161,60683,BICICLETA MTB 29 HAWK GW 11 VEL D/B,Bicicletas,GW,627,0,980.001,850.0239,7/20/2022
162,60685,Bicicleta  GW Zebra 7 VELOCIDADES FRENOS HIDRAULICO,Bicicletas,GW,269.5,0,369.99655,320.0043,7/20/2022
163,60686,BICICLETA MTB 29 JACKAL 11 VEL RL GW,Bicicletas,GW,634.11,0,869.99892,799.993176,7/20/2022
164,75792,Centrun Men,Nutricion,Otras,11.4218,1,17.0013493,13.13507,7/20/2022
165,80094,termo 50S squirt,Accesorios,Otras,8.3072,0,12.00224256,10.0018688,7/20/2022
166,80745,CAMISETA M/C HOMBRE,Ropa,Otras,21.41891911,1,35,30,7/20/2022
167,81200,3-Bike Rack,Accesorios,Otras,73.4358,1,105.0058504,87.99811914,7/20/2022
168,86000,4-Bike hitch,Accesorios,Otras,178.73,0,250.007524,209.9809405,7/20/2022
169,98530,Bomba de Aire Airtower,Accesorios,Otras,21.0072,0,30.0087852,25.20864,7/20/2022
170,100064,8 OZ sealant,Accesorios,Otras,8.4472,0,10.00486368,10.00486368,7/20/2022
171,101102,BALIN 1/8P TAIWAN Pte. de Gruesa,Repuestos,Otras,0.3,0,1.0005,1.0005,7/20/2022
172,101104,BALIN 5/32P TAIWAN Pte. de Gruesa,Repuestos,Otras,0.3,0,1.005,1.0005,7/20/2022
173,101106,BALIN 3/16P TAIWAN Pte. de Gruesa,Repuestos,Otras,0.3,0,1.005,1.0005,7/20/2022
174,101109,BALIN 1/4P TAIWAN TRASERO,Repuestos,Otras,0.3,0,1.0005,1.0005,7/20/2022
175,102102,BALINERA EJE DELANTERO #11 3/16X7,Repuestos,Otras,1.027025865,0,1.501511814,1.501511814,7/20/2022
176,102104,BALINERA EJE TRASERO #12 1/4X7,Repuestos,Otras,1.043242027,0,1.500182035,1.500182035,7/20/2022
177,102106,BALINERA DIRECCION #17 5/32X16,Repuestos,Otras,1.036487973,0,1.500834585,1.500834585,7/20/2022
178,103115,CAZUELAS TRASERA C/PESTAÑA POWER,Repuestos,Otras,1.09,0,1.50093,1.50093,7/20/2022
179,104218,JGO CENTRO SM-BB71-41A MTB PRESS FIT,Repuestos,Shimano,20.66,1,35.002172,28.00463,7/20/2022
180,104219,JUEGO CENTRO SM-BB71-41B RUTA PRESS FIT,Repuestos,Shimano,19.53,1,30.00327703,25.00435811,7/20/2022
181,105102,JUEGO DIRECCION ACERO CC TAZA NECO,Repuestos,Neco,2.62,0,4.003216216,3.145945946,7/20/2022
182,105410,JGO DIRECCION AHEAD ACE 1P CC-825 NE,Repuestos,Neco,4.662162459,2,6.00952741,6.00952741,7/20/2022
183,105425,JGO DIRECCION INTEG AC 1-1/8 H142 NEGRO,Repuestos,GW,6.54,6,10.0062,8.00496,7/20/2022
184,105426,JUEGO  DIRECCION INTEG AC 1 -1/8 GW -148 ,Repuestos,GW,6.74,12,10.0089,8.9979,7/20/2022
185,105438,JUEGO DIRECCION GW H51/261 COLORES,Repuestos,GW,8.9,10,15.00084324,10.99705946,7/20/2022
186,105439,JUEGO DIRECCION GW SEMI-INTEG 1-1/8x44x30,Repuestos,GW,13.54,1,20.00535,15.00232,7/20/2022
187,105443,JUEGO DE DIRECCION GW INTEGRADO CONICA 1-1/8 H373 ALUMINIO,Repuestos,GW,12.3,7,18.00078378,15.0027027,7/20/2022
188,105454,JUEGO DIRECCION GW FP-819B,Repuestos,GW,6.32,7,10.00456,8,7/20/2022
189,124004,PARAL DE PARED PARA BICICLETA,Accesorios,Otras,9.5,0,15.00905,12.996,7/20/2022
190,134363,Gatorade,Nutricion,Otras,15.6786,0,20.00119002,18.03039,7/20/2022
191,151000,CAMISETA M/CORTA CICLISTA,Ropa,Suarez,38.7,0,52.245,50.31,7/20/2022
192,193490,PEDAL LOOK KEO EASY SMU,Repuestos,Otras,48.45,0,75.0006,60.005325,7/20/2022
193,198536,Bomba de Aire pie 2 pistones,Accesorios,Otras,28.1472,1,40.00561536,34.9869696,7/20/2022
194,200036,Cinturon Koala 2 termos,Accesorios,Otras,16.9216,1,32.0072064,30,7/20/2022
195,201117,CABLE P/FRENO 20 X 2 DE 1.80 Mts. DE 1.5,Repuestos,Otras,1.099998595,0,1,1,7/20/2022
196,201201,CABLE P/CAMBIO DE 1.2X2 10 SHIMANO,Repuestos,Shimano,2.03,0,3.0044,2.3954,7/20/2022
197,201202,GUAYAS P/FRENO MTB TRASERO ,Repuestos,Shimano,2.1,0,3.0009,2.4045,7/20/2022
198,201202,GUAYAS P/FRENO MTB TRASERO INDIVIDUAL,Repuestos,Shimano,3.17,0,3.9942,3.9942,7/20/2022
199,201207,CABLE CAMBIO 1.2X2100 SHIMANO,Repuestos,Shimano,2.92,7,4.004756757,3.502702703,7/20/2022
200,241377,LUBRICANTE PARA CADENA CON TEFLON 120ML,Repuestos,Otras,5.519167167,0,9.001761649,6.995544384,7/20/2022
201,271418,LIQUIDO ANTIPINCHAZOS PL,Accesorios,Otras,10.49,4,15.0007,12.00056,7/20/2022
202,292521,SUSPENSION PARTNER 188 2 RIN 29,Repuestos,PARTNER,24.7,0,55.00056757,40.00355676,7/20/2022
203,300261,14 L Bolso de Hidratacion Ozark Trail,Accesorios,Otras,31.37,0,37.000915,34.507,7/20/2022
204,300497,Bolso de Hidratacion  Ozark Trail,Accesorios,Otras,26.0179,0,32.002017,32.002017,7/20/2022
205,301115,"Cadena 8V , MARCA KMC  ",Repuestos,KMC,10.44,11,16.00452,13,7/20/2022
206,301118,CONECTOR CADENA 10R KMC MISSING LINK,Repuestos,KMC,4.98,1,8.00286,6.0009,7/20/2022
207,301119,Conector Cadena 9 KMC,Repuestos,KMC,4.54,0,9.00736,7.79972,7/20/2022
208,301131,CONECTOR CADENA 11V MISSING LINK KMC,Repuestos,KMC,4.432433973,1,8.000543321,6.001515599,7/20/2022
209,301163,CONECTOR CADENA 9 VEL SL566 SILVER,Repuestos,Otras,4.500000243,1,7.006500379,5.496750297,7/20/2022
210,301206,CADENILLA HP 6 VEL 1/2X3/32 114L GRIS KMC,Repuestos,KMC,6.82,2,10.00494,8,7/20/2022
211,301221,CADENILLA 1/2 X 11/128 Z99 KMC 9 VEL,Repuestos,KMC,13.91,0,20.00258,16,7/20/2022
212,301222,CADENILLA KMC X10 VEL 1/2 X 11/128 SILVER,Repuestos,KMC,23.77333179,6,35,30,7/20/2022
213,301224,CADENILLA 1/2 *3/32 HG 9 VEL SHIMANO,Repuestos,Shimano,16.12,1,24.00509459,19.49910135,7/20/2022
214,301230,CADENILLA 7/8V KMC Z7,Repuestos,KMC,7.18,0,11.00694,8.99654,7/20/2022
215,301242,CADENILLA CN-HG40 116L 8 VEL SHIMANO,Repuestos,Shimano,10.88,0,17,14.00256,7/20/2022
216,301260,CADENILLA SHIMANO CN-HG601 11 VEL,Repuestos,Shimano,27.78,3,45.0036,38.00304,7/20/2022
217,301282,CADENILLA CN-M8100 DEORE 12 VEL SHIMANO,Repuestos,Shimano,43.62,0,65.0093027,54.99814054,7/20/2022
218,301283,CADENILLA CN-M6100 DEORE SHIMANO 12 VEL,Repuestos,Shimano,22.71,0,43.001385,30.02262,7/20/2022
219,301284,CADENILLA SHIMANO CN-HG6 11 VEL SHIMANO,Repuestos,Shimano,28.96,1,45.003,35.0004027,7/20/2022
220,302411,EJE CENTRO CARTUCHO GW-910BK ACERO NECO,Repuestos,Neco,7.04,15,13.00992,8.495872,7/20/2022
221,302416,CARTUCHO CENTRO BB-UN 26 C/TORNILLOS SHIMANO,Repuestos,Shimano,12.15,23,20.000115,15,7/20/2022
222,302426,CARTUCHO CENTRO FP-B908N,Repuestos,Shimano,8.89,0,11.00582,10.99693,7/20/2022
223,302430,CARTUCHO CENTRO BB-UN300,Repuestos,Shimano,11.23,0,20.00063,15.00328,7/20/2022
224,303213,PEDAL CARRERA CLIPLESS R540 SHIMANO,Accesorios,Shimano,41.73,0,60.00774,53.005446,7/20/2022
225,303224,CHOCLES MTB SM-SH51 P/PEDAL SHIMANO,Repuestos,Shimano,13.28,0,22.00496,16.9984,7/20/2022
226,303253,PEDAL SHIMANO PD-T421,Accesorios,Shimano,50.38,1,80.00344,70.00301,7/20/2022
227,303257,PEDAL XTR PD-M9100 W/SM SHIMANO,Accesorios,Shimano,124.86,0,184.9997838,151.0864865,7/20/2022
228,303260,PEDAL RUTA ZP-110 EN CARBON 9/16 GW,Accesorios,GW,39.83611119,0,50.00627038,45.00285482,7/20/2022
229,303261,CHOCLES PEDAL DE RUTA ZP GW,Accesorios,GW,6.85,6,12.00356757,8.495675676,7/20/2022
230,303301,PEDAL PVC BMX FP-810 NEGRO FEIMIN,Repuestos,Otras,4,2,5.00241,3.5014,7/20/2022
231,303333,PEDAL BMX/FREESTYLE ALUM FP-965 NEG,Accesorios,Otras,7.027026351,0,10.00648552,8.502701885,7/20/2022
232,303352,PEDAL MTB FP-913 ALUMINIO FEIMIN,Accesorios,Otras,7.41,0,12.00416216,8.997567568,7/20/2022
233,303353,PEDAL BMX FP-850B PLASTICO FEIMIN,Accesorios,Otras,3.41,0,5.005945946,4.001351351,7/20/2022
234,303365,PEDAL BMX/MTB FP-969,Repuestos,Otras,7.08,0,10.00594643,8.497619048,7/20/2022
235,303431,PEDAL MTB ALUMINIO JAULA,Repuestos,Otras,12.62,0,21.00469841,15.99967262,7/20/2022
236,303435,PEDAL MTB ALUM JAULA AL FP-975 NEGRO,Accesorios,Otras,14.2297303,0,18.00060883,16.49937228,7/20/2022
237,303442,PEDAL MTB CLIPLESS PD-M520 SHIMANO ,Accesorios,Shimano,33.89,0,51.0072973,42.00222162,7/20/2022
238,303442,PEDAL MTB CLIPLESS PD-M520 NAT-NEG SHIMA,Repuestos,Shimano,37.05333195,0,55,55,7/20/2022
239,303450,PEDAL MTB VP-518S ALUMINIO,Accesorios,Otras,10.74324257,1,15.00830987,13.00147216,7/20/2022
240,303454,PEDAL PD-GR500 NEGRO,Accesorios,Shimano,58.11,0,90.000768,69.999306,7/20/2022
241,303457,PEDAL MTB FP-980ZU ALUMINIO SILVER 9/16 GW,Accesorios,GW,8.23,8,15.001644,10.99528,7/20/2022
242,303459,PEDAL MTB GW ZP-101Z DOBLE FUNCION,Repuestos,Otras,31.77,0,45.002205,40.004784,7/20/2022
243,303460,PEDAL MTB ZP-109S DOBLEFUNCION ALUMINIO 9/16,Accesorios,GW,36.40277939,0,50.00285777,44.9974756,7/20/2022
